card_id	quantity	language	set_code	set_name	card_number	card_name	pokemon_name	rarity	holo_pattern	pricing_source_used	listing_count	marketplace_listing_count	variation_listing_count	p25_total_cents	p25_total	mean_total_cents	mean_total	median_total_cents	median_total	min_total_cents	min_total	max_total_cents	max_total	stddev_total_cents	stddev_total	estimated_shipping_cents	estimated_shipping	LISTING_PRICE_CENTS	LISTING_PRICE	unit_gross_after_shipping_cents	unit_gross_after_shipping	unit_marketplace_fee_cents	unit_marketplace_fee	unit_net_after_fee_cents	unit_net_after_fee	total_gross_after_shipping_cents	total_gross_after_shipping	total_marketplace_fee_cents	total_marketplace_fee	total_net_after_fee_cents	total_net_after_fee	snapshot_created_at
769	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2604/07	Wattrel	Wattrel	Uncommon		combined_raw	5	3	2	229.0	$2.29	347.0	$3.47	300.0	$3.00	200	$2.00	598	$5.98	161.60445538412608	$1.62	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	500	$5.00	68	$0.68	432	$4.32	recalculated_from_raw
770	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2605/07	Wattrel	Wattrel	Rare		combined_raw	11	6	5	246.0	$2.46	331.3636363636364	$3.31	274.0	$2.74	199	$1.99	598	$5.98	132.20005501305417	$1.32	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	500	$5.00	68	$0.68	432	$4.32	recalculated_from_raw
771	3	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2606/07	Wattrel	Wattrel	Double Rare		combined_raw	7	5	2	360.0	$3.60	434.7142857142857	$4.35	379.0	$3.79	249	$2.49	798	$7.98	176.1701017820696	$1.76	100	$1.00	250	$2.50	250	$2.50	33	$0.33	217	$2.17	750	$7.50	99	$0.99	651	$6.51	recalculated_from_raw
773	7	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2701/07	Cetitan	Cetitan	Common		combined_raw	7	3	4	199.5	$2.00	213.14285714285714	$2.13	200.0	$2.00	199	$1.99	243	$2.43	18.506112246395528	$0.19	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	693	$6.93	91	$0.91	602	$6.02	recalculated_from_raw
774	8	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2702/07	Cetitan	Cetitan	Common		combined_raw	9	5	4	200.0	$2.00	242.44444444444446	$2.42	218.0	$2.18	199	$1.99	391	$3.91	64.54864659911762	$0.65	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	800	$8.00	104	$1.04	696	$6.96	recalculated_from_raw
775	2	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2703/07	Cetitan	Cetitan	Uncommon		combined_raw	9	5	4	229.0	$2.29	307.44444444444446	$3.07	249.0	$2.49	199	$1.99	598	$5.98	133.15508919218138	$1.33	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	250	$2.50	34	$0.34	216	$2.16	recalculated_from_raw
776	4	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2704/07	Cetitan	Cetitan	Uncommon		combined_raw	7	3	4	214.5	$2.15	309.14285714285717	$3.09	250.0	$2.50	179	$1.79	598	$5.98	148.36040416435083	$1.48	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	400	$4.00	52	$0.52	348	$3.48	recalculated_from_raw
777	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2705/07	Cetitan	Cetitan	Rare		combined_raw	13	9	4	249.0	$2.49	389.2307692307692	$3.89	299.0	$2.99	199	$1.99	1223	$12.23	275.6946238885076	$2.76	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	625	$6.25	85	$0.85	540	$5.40	recalculated_from_raw
780	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2801/07	Tatsugiri	Tatsugiri	Common		combined_raw	7	3	4	200.0	$2.00	252.14285714285714	$2.52	233.0	$2.33	199	$1.99	391	$3.91	70.93289921098805	$0.71	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	500	$5.00	65	$0.65	435	$4.35	recalculated_from_raw
781	9	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2802/07	Tatsugiri	Tatsugiri	Common		combined_raw	8	4	4	199.75	$2.00	223.875	$2.24	209.0	$2.09	199	$1.99	299	$2.99	34.856593965233365	$0.35	100	$1.00	99	$0.99	99	$0.99	13	$0.13	86	$0.86	891	$8.91	117	$1.17	774	$7.74	recalculated_from_raw
782	3	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2803/07	Tatsugiri	Tatsugiri	Uncommon		combined_raw	6	3	3	246.5	$2.46	339.0	$3.39	299.5	$3.00	200	$2.00	598	$5.98	145.8656916481734	$1.46	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	375	$3.75	51	$0.51	324	$3.24	recalculated_from_raw
783	2	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2804/07	Tatsugiri	Tatsugiri	Uncommon		combined_raw	6	4	2	246.75	$2.47	354.1666666666667	$3.54	345.5	$3.46	199	$1.99	598	$5.98	145.86763406138687	$1.46	100	$1.00	125	$1.25	125	$1.25	17	$0.17	108	$1.08	250	$2.50	34	$0.34	216	$2.16	recalculated_from_raw
784	5	Simplified Chinese	CBB5C	Gem Pack Vol. 5	2805/07	Tatsugiri	Tatsugiri	Rare		combined_raw	10	6	4	210.75	$2.11	313.0	$3.13	249.5	$2.50	199	$1.99	598	$5.98	139.18333233544885	$1.39	100	$1.00	100	$1.00	100	$1.00	13	$0.13	87	$0.87	500	$5.00	65	$0.65	435	$4.35	recalculated_from_raw
